FID,codigo,empreendimento,subeixo,tipo,orgao_responsavel,executor,unidade_federativa,municipio,investimento_previsto,observacao,estagio,data_de_referencia,geometria,count
geracao_energia.fid--370298aa_15b3a2610e3_1238,76721,Pequena Central Hidrelétrica - Morro Grande - RS,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Hidrelétrica Morro Grande Ltda.,RS,MUITOS CAPÕES,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2016,MULTIPOINT ((-51.182 -28.314)),0
geracao_energia.fid--370298aa_15b3a2610e3_1239,76722,Pequena Central Hidrelétrica - Pito - SC,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Pinhal Geradora de Energia S.A.,SC,CAMPOS NOVOS,--,,Concluído,30 de Junho de 2016,MULTIPOINT ((-51.225 -27.402)),0
geracao_energia.fid--370298aa_15b3a2610e3_123a,76723,Pequena Central Hidrelétrica - Garça Branca - SC,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Garça Branca Energética S.A.,SC,ANCHIETA,--,,Em obras,30 de Junho de 2016,MULTIPOINT ((-53.331 -26.534)),0
geracao_energia.fid--370298aa_15b3a2610e3_123b,76724,Pequena Central Hidrelétrica - Manopla - PE,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Brennand Energia Manopla S.A.,PE,RIO FORMOSO,--,,Em obras,30 de Junho de 2016,MULTIPOINT ((-35.159 -8.664)),0
geracao_energia.fid--370298aa_15b3a2610e3_123c,76725,Pequena Central Hidrelétrica - Mata Velha - MG,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Mata Velha Energética S.A.,MG,CABECEIRA GRANDE,--,,Concluído,30 de Junho de 2016,MULTIPOINT ((-47.091 -16.03)),0
geracao_energia.fid--370298aa_15b3a2610e3_123d,76726,Pequena Central Hidrelétrica - Serra das Agulhas - MG,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Sigma Energia S.A.,MG,DIAMANTINA,--,,Em obras,30 de Junho de 2016,MULTIPOINT ((-43.6 -18.249)),0
geracao_energia.fid--370298aa_15b3a2610e3_123e,76727,Pequena Central Hidrelétrica - Quartel I - MG,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Quartel Um Energética S.A.,MG,GOUVEIA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2016,MULTIPOINT ((-43.741 -18.454)),0
geracao_energia.fid--370298aa_15b3a2610e3_123f,76728,Pequena Central Hidrelétrica - Quartel II - MG,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Quartel Dois Energética S.A.,MG,GOUVEIA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2016,MULTIPOINT ((-43.741 -18.454)),0
geracao_energia.fid--370298aa_15b3a2610e3_1240,76729,Pequena Central Hidrelétrica - Quartel III - MG,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Quartel Três Energética S.A.,MG,GOUVEIA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2016,MULTIPOINT ((-43.741 -18.454)),0
geracao_energia.fid--370298aa_15b3a2610e3_1241,76730,Pequena Central Hidrelétrica - Antônio Dias (Ex-Água Limpa) - MG,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Água Limpa Energia S/A,MG,ANTÔNIO DIAS,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2016,MULTIPOINT ((-42.872 -19.653)),0
geracao_energia.fid--370298aa_15b3a2610e3_1242,76731,Usina Termelétrica a Biomassa - Delta - MG,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Usina Delta S.A - Usina Delta S.A ,MG,DELTA,--,,Concluído,30 de Junho de 2016,MULTIPOINT ((-47.771 -19.977)),0
geracao_energia.fid--370298aa_15b3a2610e3_1243,76732,Usina Termelétrica a Biomassa - Guarani Tanabi 2 - SP,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Guarani S.A - Guarani S.A ,SP,TANABI,--,,Concluído,30 de Junho de 2016,MULTIPOINT ((-49.649 -20.626)),0
geracao_energia.fid--370298aa_15b3a2610e3_1244,76733,Usina Termelétrica a Biomassa - Santa Cândida II - SP,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,ENERGISA GERACAO SANTA CANDIDA II S.A. - ENERGISA GERACAO SANTA CANDIDA II S.A. ,SP,BOCAINA,--,,Em obras,30 de Junho de 2016,MULTIPOINT ((-48.518 -22.136)),0
geracao_energia.fid--370298aa_15b3a2610e3_1245,76734,Usina Termelétrica a Biomassa - Canto do Buriti - PI,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Canto do Buriti Bioeletricidade S.A. - Canto do Buriti Bioeletricidade S.A. ,PI,CANTO DO BURITI,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2016,MULTIPOINT ((-42.944 -8.11)),0
geracao_energia.fid--370298aa_15b3a2610e3_1246,76735,Usina Termelétrica a Biomassa - Campo Grande - BA,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Campo Grande Bioeletricidade S.A - Campo Grande Bioeletricidade S.A ,BA,SÃO DESIDÉRIO,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2016,MULTIPOINT ((-44.973 -12.363)),0
geracao_energia.fid--370298aa_15b3a2610e3_1247,76737,Usina Termelétrica a Biomassa - Santa Helena - MS,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,ENERGETICA SANTA HELENA S/A - ENERGETICA SANTA HELENA S/A ,MS,NOVA ANDRADINA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2016,MULTIPOINT ((-53.343 -22.233)),0
geracao_energia.fid--370298aa_15b3a2610e3_1248,76738,Usina Termelétrica a Biomassa - Caarapó - MS,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Bioenergia Caarapó Ltda.- Bioenergia Caarapó Ltda.,MS,CAARAPÓ,--,,Em obras,30 de Junho de 2016,MULTIPOINT ((-54.822 -22.634)),0
geracao_energia.fid--370298aa_15b3a2610e3_1249,76741,Usina Eólica - Ventos da Andorinha - BA,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,ANDORINHA ENERGIAS RENOVAVEIS S.A.,BA,CAMPO FORMOSO,--,,Concluído,30 de Junho de 2016,MULTIPOINT ((-40.321 -10.509)),0
geracao_energia.fid--370298aa_15b3a2610e3_124a,76745,Usina Eólica - Baixa do Feijão I - RN,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,EDP Renováveis Brasil SA,RN,JANDAÍRA,--,,Concluído,30 de Junho de 2016,MULTIPOINT ((-36.128 -5.356)),0
geracao_energia.fid--370298aa_15b3a2610e3_124b,76746,Usina Eólica - Baixa do Feijão II - RN,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,EDP Renováveis Brasil SA,RN,JANDAÍRA,--,,Concluído,30 de Junho de 2016,MULTIPOINT ((-36.128 -5.356)),0
geracao_energia.fid--370298aa_15b3a2610e3_124c,76747,Usina Eólica - Baixa do Feijão III - RN,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,EDP Renováveis Brasil SA,RN,JANDAÍRA,--,,Concluído,30 de Junho de 2016,MULTIPOINT ((-36.128 -5.356)),0
geracao_energia.fid--370298aa_15b3a2610e3_124d,76748,Usina Eólica - Baixa do Feijão IV - RN,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,EDP Renováveis Brasil SA,RN,JANDAÍRA,--,,Concluído,30 de Junho de 2016,MULTIPOINT ((-36.128 -5.356)),0
geracao_energia.fid--370298aa_15b3a2610e3_124e,76749,Usina Eólica - Ventos de Campo Formoso I - BA,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Atlantic Energias Renováveis S.A,BA,CAMPO FORMOSO,--,,Concluído,30 de Junho de 2016,MULTIPOINT ((-40.321 -10.509)),0
geracao_energia.fid--370298aa_15b3a2610e3_124f,76750,Usina Eólica - Ventos de Campo Formoso II - BA,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Atlantic Energias Renováveis S.A,BA,CAMPO FORMOSO,--,,Concluído,30 de Junho de 2016,MULTIPOINT ((-40.321 -10.509)),0
geracao_energia.fid--370298aa_15b3a2610e3_1250,76751,Usina Eólica - Macambira I - RN,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Gestamp Eólica Macambira I S.A,RN,SANTANA DO MATOS,--,,Em obras,30 de Junho de 2016,MULTIPOINT ((-36.656 -5.958)),0
geracao_energia.fid--370298aa_15b3a2610e3_1251,76752,Usina Eólica - Macambira II - RN,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Gestamp Eólica Macambira II S.A,RN,SANTANA DO MATOS,--,,Em obras,30 de Junho de 2016,MULTIPOINT ((-36.656 -5.958)),0
geracao_energia.fid--370298aa_15b3a2610e3_1252,76753,Usina Eólica - Parque Eólico Cabeço Preto III - RN,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Gestamp Eólica Agreste S.A,RN,JOÃO CÂMARA,--,,Em obras,30 de Junho de 2016,MULTIPOINT ((-35.82 -5.538)),0
geracao_energia.fid--370298aa_15b3a2610e3_1253,76754,Usina Eólica - Parque Eólico Cabeço Preto V - RN,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Gestamp Eólica Jardins S.A.,RN,JOÃO CÂMARA,--,,Em obras,30 de Junho de 2016,MULTIPOINT ((-35.82 -5.538)),0
geracao_energia.fid--370298aa_15b3a2610e3_1254,76755,Usina Eólica - Parque Eólico Cabeço Preto VI - RN,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Gestamp Eólica Alvorada S.A.,RN,JOÃO CÂMARA,--,,Em obras,30 de Junho de 2016,MULTIPOINT ((-35.82 -5.538)),0
geracao_energia.fid--370298aa_15b3a2610e3_1255,76756,Usina Eólica - Goiabeira - CE,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Energia dos ventos I SA,CE,ARACATI,--,,Em obras,30 de Junho de 2016,MULTIPOINT ((-37.77 -4.562)),0
geracao_energia.fid--370298aa_15b3a2610e3_1256,76757,Usina Eólica - Ventos de Horizonte - CE,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Energia dos Ventos X S.A,CE,ARACATI,--,,Em obras,30 de Junho de 2016,MULTIPOINT ((-37.77 -4.562)),0
geracao_energia.fid--370298aa_15b3a2610e3_1257,76758,Usina Eólica - Jandaia - CE,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Energia dos Ventos VII S.A.,CE,FORTIM,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2016,MULTIPOINT ((-37.797 -4.452)),0
geracao_energia.fid--370298aa_15b3a2610e3_1258,76759,Usina Eólica - São Januário - CE,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Energia dos Ventos V S.A,CE,FORTIM,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2016,MULTIPOINT ((-37.797 -4.452)),0
geracao_energia.fid--370298aa_15b3a2610e3_1259,76761,Usina Eólica - Jandaia I - CE,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Energia dos Ventos IX S.A,CE,FORTIM,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2016,MULTIPOINT ((-37.797 -4.452)),0
geracao_energia.fid--370298aa_15b3a2610e3_125a,76762,Usina Eólica - Ventos de Morrinhos - BA,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,MORRINHOS ENERGIAS RENOVAVEIS S.A.,BA,CAMPO FORMOSO,--,,Concluído,30 de Junho de 2016,MULTIPOINT ((-40.321 -10.509)),0
geracao_energia.fid--370298aa_15b3a2610e3_125b,76763,Usina Eólica - Nossa Senhora de Fátima - CE,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Energia dos Ventos VI S.A.,CE,FORTIM,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2016,MULTIPOINT ((-37.797 -4.452)),0
geracao_energia.fid--370298aa_15b3a2610e3_125c,76764,Usina Eólica - Pitombeira - CE,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Energia dos Ventos IV S.A,CE,ARACATI,--,,Em obras,30 de Junho de 2016,MULTIPOINT ((-37.77 -4.562)),0
geracao_energia.fid--370298aa_15b3a2610e3_125d,76765,Usina Eólica - Santa Catarina - CE,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Energia dos Ventos III S.A,CE,ARACATI,--,,Em obras,30 de Junho de 2016,MULTIPOINT ((-37.77 -4.562)),0
geracao_energia.fid--370298aa_15b3a2610e3_125e,76766,Usina Eólica - São Clemente - CE,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Energia dos Ventos VIII S.A,CE,FORTIM,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2016,MULTIPOINT ((-37.797 -4.452)),0
geracao_energia.fid--370298aa_15b3a2610e3_125f,76767,Usina Eólica - Ventos do Sertão - BA,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Sertão Energias Renováveis S.A,BA,CAMPO FORMOSO,--,,Concluído,30 de Junho de 2016,MULTIPOINT ((-40.321 -10.509)),0
geracao_energia.fid--370298aa_15b3a2610e3_1260,76768,Usina Eólica - Caiçara I - CE,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Usina de Energia Eólica Caiçara I S.A.,CE,CRUZ,--,,Concluído,30 de Junho de 2016,MULTIPOINT ((-40.172 -2.918)),0
geracao_energia.fid--370298aa_15b3a2610e3_1261,76769,Usina Eólica - Caiçara II - CE,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Usina de Energia Eólica Caiçara II S.A.,CE,CRUZ,--,,Concluído,30 de Junho de 2016,MULTIPOINT ((-40.172 -2.918)),0
geracao_energia.fid--370298aa_15b3a2610e3_1262,76770,Usina Eólica - Junco I - CE,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Usina de Energia Eólica Junco I S.A.,CE,JIJOCA DE JERICOACOARA,--,,Concluído,30 de Junho de 2016,MULTIPOINT ((-40.513 -2.794)),0
geracao_energia.fid--370298aa_15b3a2610e3_1263,76771,Usina Eólica - Junco II - CE,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Usina de Energia Eólica Junco II S.A.,CE,JIJOCA DE JERICOACOARA,--,,Concluído,30 de Junho de 2016,MULTIPOINT ((-40.513 -2.794)),0
geracao_energia.fid--370298aa_15b3a2610e3_1264,76781,Usina Eólica - Dois Riachos - BA,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Enel Green Power Dois Riachos Eólica S.A.,BA,CAFARNAUM,--,,Concluído,30 de Junho de 2016,MULTIPOINT ((-41.468 -11.694)),0
geracao_energia.fid--370298aa_15b3a2610e3_1265,76783,Usina Eólica - Assuruá II - BA,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Parque Eólico Assuruá II S.A.,BA,GENTIO DO OURO,--,,Concluído,30 de Junho de 2016,MULTIPOINT ((-42.506 -11.429)),0
geracao_energia.fid--370298aa_15b3a2610e3_1266,76784,Usina Eólica - Assuruá V - BA,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Parque Eólico Assuruá V S.A,BA,GENTIO DO OURO,--,,Concluído,30 de Junho de 2016,MULTIPOINT ((-42.506 -11.429)),0
geracao_energia.fid--370298aa_15b3a2610e3_1267,76785,Usina Eólica - Assuruá VII - BA,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Parque Eólico Assuruá VII S.A,BA,GENTIO DO OURO,--,,Concluído,30 de Junho de 2016,MULTIPOINT ((-42.506 -11.429)),0
geracao_energia.fid--370298aa_15b3a2610e3_1268,76786,Usina Eólica - Caetité A - BA,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Eólica Caetité A S.A .,BA,CAETITÉ,--,,Concluído,30 de Junho de 2016,MULTIPOINT ((-42.475 -14.069)),0
geracao_energia.fid--370298aa_15b3a2610e3_1269,76787,Usina Eólica - Caetité B - BA,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Eólica Caetité B S.A.,BA,CAETITÉ,--,,Concluído,30 de Junho de 2016,MULTIPOINT ((-42.475 -14.069)),0
geracao_energia.fid--370298aa_15b3a2610e3_126a,76788,Usina Eólica - Baraúnas I - BA,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Baraúnas I Energética S.A.,BA,SENTO SÉ,--,,Concluído,30 de Junho de 2016,MULTIPOINT ((-41.885 -9.746)),0
geracao_energia.fid--370298aa_15b3a2610e3_126b,76789,Usina Eólica - Esperança - BA,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Enel Green Power Esperança Eólica S.A.,BA,BONITO,--,,Em obras,30 de Junho de 2016,MULTIPOINT ((-41.267 -11.966)),0
geracao_energia.fid--370298aa_15b3a2610e3_126c,76790,Usina Eólica - Damascena - BA,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Enel Green Power Damascena Eólica S.A.,BA,CAFARNAUM,--,,Concluído,30 de Junho de 2016,MULTIPOINT ((-41.468 -11.694)),0
geracao_energia.fid--370298aa_15b3a2610e3_126d,76791,Usina Eólica - Maniçoba - BA,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Enel Green Power Maniçoba Eólica S.A.,BA,CAFARNAUM,--,,Em obras,30 de Junho de 2016,MULTIPOINT ((-41.468 -11.694)),0
geracao_energia.fid--370298aa_15b3a2610e3_126e,76792,Usina Eólica - Acauã - BA,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Acauã Energia S.A.,BA,PINDAÍ,--,,Em obras,30 de Junho de 2016,MULTIPOINT ((-42.687 -14.493)),0
geracao_energia.fid--370298aa_15b3a2610e3_126f,76793,Usina Eólica - Angical 2 - BA,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Angical 2 Energia S.A.,BA,PINDAÍ,--,,Em obras,30 de Junho de 2016,MULTIPOINT ((-42.687 -14.493)),0
geracao_energia.fid--370298aa_15b3a2610e3_1270,76794,Usina Eólica - Arapapá - BA,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Arapapá Energia S.A.,BA,PINDAÍ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2016,MULTIPOINT ((-42.687 -14.493)),0
geracao_energia.fid--370298aa_15b3a2610e3_1271,76795,Usina Eólica - Caititu 2 - BA,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Caititu 2 Energia S.A.,BA,PINDAÍ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2016,MULTIPOINT ((-42.687 -14.493)),0
geracao_energia.fid--370298aa_15b3a2610e3_1272,76796,Usina Eólica - Caititu 3 - BA,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Caititu 3 Energia S.A.,BA,PINDAÍ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2016,MULTIPOINT ((-42.687 -14.493)),0
geracao_energia.fid--370298aa_15b3a2610e3_1273,76797,Usina Eólica - Carcará - BA,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Carcará Energia S.A,BA,PINDAÍ,--,,Em obras,30 de Junho de 2016,MULTIPOINT ((-42.687 -14.493)),0
geracao_energia.fid--370298aa_15b3a2610e3_1274,76798,Usina Eólica - Corrupião 3 - BA,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Corrupião 3 Energia S.A.,BA,PINDAÍ,--,,Em obras,30 de Junho de 2016,MULTIPOINT ((-42.687 -14.493)),0
geracao_energia.fid--370298aa_15b3a2610e3_1275,76799,Usina Eólica - Teiú 2 - BA,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Teiú 2 Energia S.A.,BA,PINDAÍ,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2016,MULTIPOINT ((-42.687 -14.493)),0
geracao_energia.fid--370298aa_15b3a2610e3_1276,76800,Usina Eólica - Bom Jesus - CE,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Bom Jesus Eólica S.A.,CE,ITAPIPOCA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2016,MULTIPOINT ((-39.579 -3.494)),0
geracao_energia.fid--370298aa_15b3a2610e3_1277,76801,Usina Eólica - Cachoeira - CE,Energia,Geração de Energia Elétrica,Ministério de Minas e Energia,Cachoeira Eólica S.A.,CE,ITAPIPOCA,--,Valor não divulgado em razão da possibilidade de uso do Regime Diferenciado de Contratação - RDC.,Em licitação de obra,30 de Junho de 2016,MULTIPOINT ((-39.579 -3.494)),0
